GohirD02G068200	HSE1_HSF	1.2865	-353	-346
GohirD02G068200	Myb_box1_MYB	1.7816	-931	-926

Gene	 TF_Name	 Z-Score	 Start	 End
GohirD02G074000	Myb_box2_MYB	2.9317	-249	-244
GohirD02G074000	HSE1_HSF	1.6044	-308	-301
GohirD02G074000	Myb_box5_MYB	1.2461	-647	-642
GohirD02G074000	Myb_box5_MYB	1.2461	-20	-15
GohirD02G074000	Myb_box5_MYB	1.2461	-52	-47
GohirD02G074000	Myb_box5_MYB	1.2461	-864	-859
GohirD02G074000	Myb_box5_MYB	1.2461	-490	-485
GohirD02G074000	Myb_box5_MYB	1.2461	-428	-423
GohirD02G074000	G_box2_bZIP	2.1910	-953	-948

Gene	 TF_Name	 Z-Score	 Start	 End
GohirD02G074400	Myb_box1_MYB	2.2406	-146	-141
GohirD02G074400	HSE1_HSF	0.9689	-626	-619
GohirD02G074400	Myb_box5_MYB	2.9422	-768	-763
GohirD02G074400	W_box_WRKY	1.5510	-642	-637
GohirD02G074400	W_box_WRKY	1.5510	-900	-895

Gene	 TF_Name	 Z-Score	 Start	 End
GohirD02G076800	Myb_box2_MYB	3.0365	-56	-51
GohirD02G076800	Myb_box2_MYB	3.0365	-61	-56
GohirD02G076800	W_box_WRKY	1.5936	-863	-858
GohirD02G076800	G_box2_bZIP	2.1666	-824	-819
GohirD02G076800	Nac_box_NAC	2.7378	-204	-199
GohirD02G076800	Myb_box5_MYB	1.3584	-503	-498
GohirD02G076800	Myb_box5_MYB	1.3584	-163	-158

Gene	 TF_Name	 Z-Score	 Start	 End
GohirD02G077500	Myb_box5_MYB	1.7921	-152	-147
GohirD02G077500	Myb_box5_MYB	1.7921	-154	-149
GohirD02G077500	Myb_box5_MYB	1.7921	-238	-233
GohirD02G077500	HSE1_HSF	1.2716	-600	-593
GohirD02G077500	W_box_WRKY	2.0207	-668	-663
GohirD02G077500	Nac_box_NAC	2.5411	-568	-563
GohirD02G077500	G_box2_bZIP	1.9176	-572	-567

Gene	 TF_Name	 Z-Score	 Start	 End
GohirD02G080900	Myb_box2_MYB	2.8193	-822	-817
GohirD02G080900	AuxRE_ARF	2.9310	-177	-172
GohirD02G080900	Nac_box_NAC	2.9621	-715	-710
GohirD02G080900	DREB_AP2_EREBP	2.8327	-383	-378
GohirD02G080900	HSE1_HSF	0.0462	-881	-874
GohirD02G080900	Myb_box5_MYB	2.9040	-646	-641
GohirD02G080900	Myb_box3_MYB	2.2125	-113	-108
GohirD02G080900	Myb_box1_MYB	3.0226	-646	-641

Gene	 TF_Name	 Z-Score	 Start	 End
GohirD02G082200	Myb_box3_MYB	2.2024	-889	-884
GohirD02G082200	Myb_box5_MYB	2.0942	-68	-63
GohirD02G082200	Myb_box5_MYB	2.0942	-125	-120
GohirD02G082200	Myb_box5_MYB	2.0942	-81	-76
GohirD02G082200	Myb_box5_MYB	2.0942	-66	-61
GohirD02G082200	W_box_WRKY	1.5374	-12	-7
GohirD02G082200	W_box_WRKY	1.5374	-616	-611
GohirD02G082200	Myb_box2_MYB	2.7071	-142	-137
GohirD02G082200	Myb_box1_MYB	2.2126	-125	-120
GohirD02G082200	Myb_box1_MYB	2.2126	-68	-63
GohirD02G082200	G_box_bHLH	3.3308	-175	-170
GohirD02G082200	Myb_box4_MYB	2.6224	-224	-218

Gene	 TF_Name	 Z-Score	 Start	 End
GohirD02G085000	Myb_box1_MYB	2.6447	-500	-495
GohirD02G085000	Myb_box5_MYB	2.5038	-500	-495
GohirD02G085000	HSE1_HSF	1.3285	-84	-77
GohirD02G085000	HSE1_HSF	1.3285	-15	-8
GohirD02G085000	DREB_AP2_EREBP	3.9474	-471	-466

No TFBS found
Gene	 TF_Name	 Z-Score	 Start	 End
GohirD02G092300	Myb_box1_MYB	2.2691	-898	-893
GohirD02G092300	Myb_box1_MYB	2.2691	-332	-327
GohirD02G092300	Nac_box_NAC	2.7957	-755	-750
GohirD02G092300	HSE1_HSF	1.6738	-635	-628
GohirD02G092300	Myb_box5_MYB	2.2032	-898	-893
GohirD02G092300	Myb_box5_MYB	2.2032	-332	-327

Gene	 TF_Name	 Z-Score	 Start	 End
GohirD02G093800	HSE1_HSF	0.9225	-852	-845
GohirD02G093800	Myb_box1_MYB	3.1235	-228	-223
GohirD02G093800	Myb_box5_MYB	2.9809	-228	-223
GohirD02G093800	Myb_box3_MYB	3.0491	-235	-230
GohirD02G093800	Myb_box3_MYB	3.0491	-246	-241

Gene	 TF_Name	 Z-Score	 Start	 End
GohirD02G116700	Myb_box5_MYB	3.1312	-970	-965
GohirD02G116700	Myb_box1_MYB	3.1494	-970	-965
GohirD02G116700	W_box_WRKY	1.7836	-451	-446

Gene	 TF_Name	 Z-Score	 Start	 End
GohirD02G125900	Myb_box1_MYB	3.2790	-598	-593
GohirD02G125900	Myb_box5_MYB	3.1827	-598	-593
GohirD02G125900	AuxRE_ARF	3.0364	-155	-150

Gene	 TF_Name	 Z-Score	 Start	 End
GohirD02G126600	Myb_box5_MYB	2.7385	-846	-841
GohirD02G126600	Myb_box5_MYB	2.7385	-795	-790
GohirD02G126600	Myb_box5_MYB	2.7385	-43	-38
GohirD02G126600	W_box_WRKY	2.9436	-852	-847
GohirD02G126600	HSE1_HSF	0.8114	-253	-246
GohirD02G126600	AuxRE_ARF	3.5588	-779	-774
GohirD02G126600	Myb_box1_MYB	2.1114	-315	-310
GohirD02G126600	Nac_box_NAC	3.6773	-577	-572
GohirD02G126600	Nac_box_NAC	3.6773	-827	-822
GohirD02G126600	Myb_box3_MYB	2.8388	-315	-310

Gene	 TF_Name	 Z-Score	 Start	 End
GohirD02G128500	Myb_box2_MYB	3.2177	-955	-950
GohirD02G128500	Nac_box_NAC	3.1394	-698	-693
GohirD02G128500	HSE1_HSF	1.1613	-889	-882
GohirD02G128500	HSE1_HSF	1.1613	-15	-8
GohirD02G128500	Myb_box1_MYB	2.5264	-771	-766
GohirD02G128500	Myb_box5_MYB	2.4370	-902	-897
GohirD02G128500	Myb_box5_MYB	2.4370	-900	-895
GohirD02G128500	Myb_box5_MYB	2.4370	-771	-766

Gene	 TF_Name	 Z-Score	 Start	 End
GohirD02G134366	Myb_box5_MYB	1.7807	-545	-540
GohirD02G134366	Myb_box5_MYB	1.7807	-666	-661
GohirD02G134366	HSE1_HSF	2.2145	-909	-902
GohirD02G134366	W_box_WRKY	2.8298	-354	-349
GohirD02G134366	DREB_AP2_EREBP	3.3295	-889	-884

Gene	 TF_Name	 Z-Score	 Start	 End
GohirD02G142000	AuxRE_ARF	3.0305	-997	-992
GohirD02G142000	Myb_box5_MYB	2.2961	-585	-580
GohirD02G142000	Myb_box5_MYB	2.2961	-492	-487
GohirD02G142000	Myb_box5_MYB	2.2961	-752	-747
GohirD02G142000	N_box_bHLH	3.7748	-772	-767
GohirD02G142000	HSE1_HSF	0.1415	-211	-204

Gene	 TF_Name	 Z-Score	 Start	 End
GohirD02G143200	Myb_box1_MYB	3.4943	-151	-146
GohirD02G143200	Myb_box4_MYB	3.3536	-12	-6
GohirD02G143200	Myb_box5_MYB	3.4005	-151	-146
GohirD02G143200	Myb_box2_MYB	3.5081	-801	-796
GohirD02G143200	HSE1_HSF	1.4086	-164	-157

Gene	 TF_Name	 Z-Score	 Start	 End
GohirD02G146500	Myb_box5_MYB	2.8764	-793	-788
GohirD02G146500	W_box_WRKY	1.3803	-892	-887
GohirD02G146500	AuxRE_ARF	2.6674	-994	-989
GohirD02G146500	AuxRE_ARF	2.6674	-925	-920
GohirD02G146500	HSE1_HSF	1.5457	-151	-144

Gene	 TF_Name	 Z-Score	 Start	 End
GohirD02G154750	Myb_box5_MYB	2.4327	-632	-627
GohirD02G154750	Myb_box5_MYB	2.4327	-163	-158
GohirD02G154750	Myb_box5_MYB	2.4327	-634	-629
GohirD02G154750	Myb_box5_MYB	2.4327	-356	-351
GohirD02G154750	Myb_box2_MYB	3.3582	-357	-352
GohirD02G154750	Nac_box_NAC	3.0633	-932	-927
GohirD02G154750	G_box2_bZIP	2.4893	-705	-700

Gene	 TF_Name	 Z-Score	 Start	 End
GohirD02G157000	DREB_AP2_EREBP	2.9132	-54	-49
GohirD02G157000	Myb_box2_MYB	2.2556	-148	-143
GohirD02G157000	Myb_box2_MYB	2.2556	-30	-25
GohirD02G157000	Myb_box2_MYB	2.2556	-600	-595
GohirD02G157000	G_box_bHLH	2.8958	-245	-240
GohirD02G157000	Myb_box3_MYB	1.7310	-816	-811
GohirD02G157000	Myb_box5_MYB	2.3800	-149	-144
GohirD02G157000	Myb_box5_MYB	2.3800	-65	-60
GohirD02G157000	Myb_box5_MYB	2.3800	-31	-26
GohirD02G157000	Myb_box5_MYB	2.3800	-782	-777
GohirD02G157000	Myb_box1_MYB	1.7150	-377	-372

Gene	 TF_Name	 Z-Score	 Start	 End
GohirD02G159100	Myb_box3_MYB	1.8501	-363	-358
GohirD02G159100	Myb_box3_MYB	1.8501	-224	-219
GohirD02G159100	Myb_box3_MYB	1.8501	-276	-271
GohirD02G159100	Myb_box3_MYB	1.8501	-455	-450
GohirD02G159100	Myb_box5_MYB	2.4857	-126	-121
GohirD02G159100	DREB_AP2_EREBP	2.3962	-901	-896
GohirD02G159100	N_box_bHLH	2.9916	-446	-441
GohirD02G159100	W_box_WRKY	1.8820	-35	-30
GohirD02G159100	Myb_box1_MYB	1.8462	-630	-625
GohirD02G159100	Myb_box1_MYB	1.8462	-879	-874
GohirD02G159100	AuxRE_ARF	2.3535	-586	-581
GohirD02G159100	AuxRE_ARF	2.3535	-833	-828

Gene	 TF_Name	 Z-Score	 Start	 End
GohirD02G161600	Myb_box1_MYB	2.3687	-491	-486
GohirD02G161600	Myb_box1_MYB	2.3687	-183	-178
GohirD02G161600	Myb_box1_MYB	2.3687	-112	-107
GohirD02G161600	Myb_box2_MYB	3.1445	-11	-6
GohirD02G161600	AuxRE_ARF	3.0543	-652	-647
GohirD02G161600	G_box2_bZIP	2.4007	-155	-150
GohirD02G161600	Myb_box5_MYB	2.2765	-183	-178
GohirD02G161600	Myb_box5_MYB	2.2765	-491	-486
GohirD02G161600	Myb_box5_MYB	2.2765	-112	-107
GohirD02G161600	Myb_box5_MYB	2.2765	-221	-216
GohirD02G161600	HSE1_HSF	1.1660	-708	-701
GohirD02G161600	DREB_AP2_EREBP	3.5719	-56	-51

Gene	 TF_Name	 Z-Score	 Start	 End
GohirD02G163000	Myb_box3_MYB	2.7182	-720	-715
GohirD02G163000	Myb_box1_MYB	1.9867	-720	-715
GohirD02G163000	Myb_box5_MYB	2.6120	-657	-652
GohirD02G163000	Myb_box5_MYB	2.6120	-709	-704
GohirD02G163000	Nac_box_NAC	3.4669	-547	-542

Gene	 TF_Name	 Z-Score	 Start	 End
GohirD02G164501	HSE1_HSF	1.0061	-383	-376
GohirD02G164501	HSE1_HSF	1.0061	-332	-325
GohirD02G164501	AuxRE_ARF	2.9437	-719	-714
GohirD02G164501	Myb_box5_MYB	1.3871	-269	-264

Gene	 TF_Name	 Z-Score	 Start	 End
GohirD02G167000	HSE1_HSF	1.7516	-131	-124
GohirD02G167000	Myb_box1_MYB	2.3054	-918	-913
GohirD02G167000	Myb_box5_MYB	2.2246	-918	-913
GohirD02G167000	Myb_box5_MYB	2.2246	-953	-948
GohirD02G167000	Myb_box5_MYB	2.2246	-246	-241
GohirD02G167000	Myb_box5_MYB	2.2246	-951	-946
GohirD02G167000	Myb_box5_MYB	2.2246	-26	-21

Gene	 TF_Name	 Z-Score	 Start	 End
GohirD02G168400	Myb_box3_MYB	2.1251	-873	-868
GohirD02G168400	Myb_box3_MYB	2.1251	-215	-210
GohirD02G168400	Myb_box1_MYB	1.4669	-215	-210
GohirD02G168400	Myb_box1_MYB	1.4669	-873	-868
GohirD02G168400	Myb_box5_MYB	1.3082	-215	-210
GohirD02G168400	Myb_box5_MYB	1.3082	-158	-153
GohirD02G168400	Myb_box5_MYB	1.3082	-873	-868
GohirD02G168400	HSE1_HSF	1.5884	-471	-464

Gene	 TF_Name	 Z-Score	 Start	 End
GohirD02G184000	Myb_box1_MYB	1.9714	-855	-850
GohirD02G184000	Myb_box5_MYB	1.8786	-987	-982
GohirD02G184000	Myb_box5_MYB	1.8786	-160	-155
GohirD02G184000	Myb_box5_MYB	1.8786	-855	-850
GohirD02G184000	G_box2_bZIP	1.9489	-721	-716
GohirD02G184000	Myb_box2_MYB	2.6522	-528	-523

Gene	 TF_Name	 Z-Score	 Start	 End
GohirD02G187400	HSE1_HSF	0.3900	-543	-536
GohirD02G187400	HSE1_HSF	0.3900	-875	-868
GohirD02G187400	W_box_WRKY	1.6911	-556	-551
GohirD02G187400	Myb_box3_MYB	2.3914	-14	-9
GohirD02G187400	Myb_box1_MYB	1.6644	-14	-9
GohirD02G187400	Myb_box2_MYB	3.1093	-912	-907
GohirD02G187400	Myb_box2_MYB	3.1093	-66	-61
GohirD02G187400	Myb_box5_MYB	2.2980	-169	-164
GohirD02G187400	Myb_box5_MYB	2.2980	-171	-166

Gene	 TF_Name	 Z-Score	 Start	 End
GohirD02G188700	Myb_box3_MYB	3.5299	-984	-979
GohirD02G188700	Myb_box3_MYB	3.5299	-58	-53
GohirD02G188700	Myb_box1_MYB	2.8207	-58	-53
GohirD02G188700	Myb_box1_MYB	2.8207	-984	-979
GohirD02G188700	Myb_box5_MYB	2.6845	-984	-979
GohirD02G188700	Myb_box5_MYB	2.6845	-58	-53
GohirD02G188700	W_box_WRKY	2.7878	-970	-965
GohirD02G188700	HBE_HB	3.0275	-510	-502

Gene	 TF_Name	 Z-Score	 Start	 End
GohirD02G190700	W_box_WRKY	2.5285	-967	-962
GohirD02G190700	HSE1_HSF	1.1730	-123	-116
GohirD02G190700	HSE1_HSF	1.1730	-513	-506
GohirD02G190700	HSE1_HSF	1.1730	-898	-891
GohirD02G190700	Myb_box1_MYB	1.7194	-985	-980
GohirD02G190700	Myb_box1_MYB	1.7194	-295	-290
GohirD02G190700	Myb_box1_MYB	1.7194	-417	-412
GohirD02G190700	Myb_box1_MYB	1.7194	-593	-588
GohirD02G190700	Myb_box5_MYB	2.3910	-310	-305
GohirD02G190700	Myb_box5_MYB	2.3910	-782	-777
GohirD02G190700	Myb_box3_MYB	2.4812	-593	-588
GohirD02G190700	Myb_box3_MYB	2.4812	-417	-412
GohirD02G190700	Myb_box3_MYB	2.4812	-295	-290
GohirD02G190700	Myb_box3_MYB	2.4812	-985	-980

Gene	 TF_Name	 Z-Score	 Start	 End
GohirD02G192100	HSE1_HSF	0.7066	-658	-651
GohirD02G192100	HSE1_HSF	0.7066	-731	-724
GohirD02G192100	Myb_box1_MYB	2.7239	-919	-914
GohirD02G192100	Myb_box1_MYB	2.7239	-264	-259
GohirD02G192100	Myb_box3_MYB	2.6593	-389	-384
GohirD02G192100	Myb_box5_MYB	2.6700	-998	-993
GohirD02G192100	Myb_box5_MYB	2.6700	-264	-259
GohirD02G192100	Myb_box5_MYB	2.6700	-919	-914
GohirD02G192100	W_box_WRKY	1.9541	-232	-227

Gene	 TF_Name	 Z-Score	 Start	 End
GohirD02G199375	Myb_box1_MYB	2.3613	-60	-55
GohirD02G199375	HSE1_HSF	1.8556	-514	-507
GohirD02G199375	N_box_bHLH	3.0161	-634	-629
GohirD02G199375	DREB_AP2_EREBP	3.7295	-983	-978
GohirD02G199375	Myb_box5_MYB	2.2361	-153	-148
GohirD02G199375	Myb_box5_MYB	2.2361	-315	-310
GohirD02G199375	Myb_box5_MYB	2.2361	-592	-587
GohirD02G199375	Myb_box5_MYB	2.2361	-60	-55
GohirD02G199375	Myb_box5_MYB	2.2361	-93	-88
GohirD02G199375	W_box_WRKY	2.4476	-849	-844

Gene	 TF_Name	 Z-Score	 Start	 End
GohirD02G200533	W_box_WRKY	2.0102	-717	-712
GohirD02G200533	GCC_box_AP2_EREBP	4.9703	-473	-468
GohirD02G200533	Myb_box5_MYB	1.8572	-754	-749
GohirD02G200533	Myb_box5_MYB	1.8572	-648	-643
GohirD02G200533	Myb_box5_MYB	1.8572	-830	-825
GohirD02G200533	Myb_box1_MYB	2.0255	-754	-749
GohirD02G200533	Myb_box3_MYB	2.7137	-754	-749
GohirD02G200533	HSE1_HSF	1.5433	-258	-251

Gene	 TF_Name	 Z-Score	 Start	 End
GohirD02G206967	W_box_WRKY	2.1167	-886	-881
GohirD02G206967	W_box_WRKY	2.1167	-348	-343
GohirD02G206967	HSE1_HSF	0.9643	-759	-752
GohirD02G206967	Myb_box2_MYB	2.6284	-705	-700
GohirD02G206967	Myb_box5_MYB	1.3177	-303	-298
GohirD02G206967	Myb_box5_MYB	1.3177	-645	-640
GohirD02G206967	G_box2_bZIP	2.7820	-168	-163

Gene	 TF_Name	 Z-Score	 Start	 End
GohirD02G210000	Myb_box2_MYB	2.6591	-955	-950
GohirD02G210000	W_box_WRKY	2.1731	-668	-663
GohirD02G210000	W_box_WRKY	2.1731	-815	-810
GohirD02G210000	W_box_WRKY	2.1731	-785	-780
GohirD02G210000	W_box_WRKY	2.1731	-530	-525
GohirD02G210000	N_box_bHLH	2.6041	-79	-74
GohirD02G210000	HSE1_HSF	0.1364	-939	-932
GohirD02G210000	Myb_box5_MYB	1.9094	-954	-949
GohirD02G210000	Myb_box5_MYB	1.9094	-510	-505
GohirD02G210000	Myb_box5_MYB	1.9094	-586	-581
GohirD02G210000	Myb_box5_MYB	1.9094	-76	-71
GohirD02G210000	Myb_box5_MYB	1.9094	-35	-30
GohirD02G210000	Myb_box5_MYB	1.9094	-260	-255
GohirD02G210000	Myb_box5_MYB	1.9094	-410	-405
GohirD02G210000	Myb_box4_MYB	2.5331	-600	-594
GohirD02G210000	AuxRE_ARF	2.8148	-39	-34
GohirD02G210000	C_ABRE_bZIP	3.8063	-303	-298
GohirD02G210000	Myb_box1_MYB	2.0730	-35	-30

Gene	 TF_Name	 Z-Score	 Start	 End
GohirD02G216600	Myb_box1_MYB	2.1489	-941	-936
GohirD02G216600	Myb_box5_MYB	2.0195	-855	-850
GohirD02G216600	Myb_box5_MYB	2.0195	-941	-936
GohirD02G216600	Myb_box3_MYB	2.8762	-941	-936
GohirD02G216600	W_box_WRKY	3.0141	-94	-89
GohirD02G216600	HSE1_HSF	0.8783	-574	-567
GohirD02G216600	G_box2_bZIP	3.7458	-916	-911

Gene	 TF_Name	 Z-Score	 Start	 End
GohirD02G220800	N_box_bHLH	2.6702	-415	-410
GohirD02G220800	Myb_box1_MYB	2.8042	-656	-651
GohirD02G220800	Myb_box3_MYB	2.0364	-909	-904
GohirD02G220800	Myb_box3_MYB	2.0364	-494	-489
GohirD02G220800	G_box2_bZIP	2.0508	-845	-840
GohirD02G220800	W_box_WRKY	2.0979	-750	-745
GohirD02G220800	Nac_box_NAC	2.6415	-739	-734
GohirD02G220800	HSE1_HSF	-0.0609	-604	-597
GohirD02G220800	Myb_box5_MYB	2.7835	-656	-651
GohirD02G220800	AuxRE_ARF	2.6552	-315	-310
GohirD02G220800	AuxRE_ARF	2.6552	-392	-387

Gene	 TF_Name	 Z-Score	 Start	 End
GohirD02G229600	Myb_box1_MYB	3.4247	-510	-505
GohirD02G229600	Myb_box2_MYB	3.3849	-647	-642
GohirD02G229600	HSE1_HSF	0.5365	-495	-488
GohirD02G229600	G_box_bHLH	3.9497	-885	-880
GohirD02G229600	G_box_bHLH	3.9497	-554	-549
GohirD02G229600	Nac_box_NAC	3.3319	-221	-216
GohirD02G229600	Myb_box5_MYB	3.3499	-510	-505

Gene	 TF_Name	 Z-Score	 Start	 End
GohirD02G238300	HSE1_HSF	0.4853	-439	-432
GohirD02G238300	HSE1_HSF	0.4853	-684	-677
GohirD02G238300	Nac_box_NAC	2.5625	-283	-278
GohirD02G238300	Myb_box1_MYB	1.9358	-159	-154
GohirD02G238300	Myb_box1_MYB	1.9358	-459	-454
GohirD02G238300	W_box_WRKY	1.2083	-64	-59
GohirD02G238300	G_box2_bZIP	1.9196	-978	-973
GohirD02G238300	G_box2_bZIP	1.9196	-992	-987
GohirD02G238300	G_box2_bZIP	1.9196	-463	-458
GohirD02G238300	Myb_box5_MYB	1.8627	-911	-906
GohirD02G238300	Myb_box5_MYB	1.8627	-331	-326
GohirD02G238300	Myb_box5_MYB	1.8627	-459	-454
GohirD02G238300	Myb_box5_MYB	1.8627	-159	-154
GohirD02G238300	Myb_box3_MYB	1.9188	-17	-12

Gene	 TF_Name	 Z-Score	 Start	 End
GohirD02G240901	AuxRE_ARF	2.6708	-133	-128
GohirD02G240901	AuxRE_ARF	2.6708	-88	-83
GohirD02G240901	AuxRE_ARF	2.6708	-713	-708
GohirD02G240901	Myb_box2_MYB	2.8624	-408	-403
GohirD02G240901	W_box_WRKY	1.4137	-498	-493
GohirD02G240901	W_box_WRKY	1.4137	-239	-234
GohirD02G240901	Myb_box5_MYB	2.0951	-730	-725
GohirD02G240901	HSE1_HSF	0.9121	-201	-194
GohirD02G240901	HSE1_HSF	0.9121	-13	-6

Gene	 TF_Name	 Z-Score	 Start	 End
GohirD03G000700	Myb_box3_MYB	2.2004	-392	-387
GohirD03G000700	HSE1_HSF	0.0920	-700	-693
GohirD03G000700	Myb_box5_MYB	2.8951	-601	-596
GohirD03G000700	W_box_WRKY	2.2833	-916	-911
GohirD03G000700	Myb_box2_MYB	2.9281	-975	-970
GohirD03G000700	Myb_box1_MYB	2.2136	-77	-72

Gene	 TF_Name	 Z-Score	 Start	 End
GohirD03G005300	Myb_box1_MYB	2.2507	-648	-643
GohirD03G005300	Myb_box1_MYB	2.2507	-387	-382
GohirD03G005300	Myb_box1_MYB	2.2507	-25	-20
GohirD03G005300	Myb_box1_MYB	2.2507	-650	-645
GohirD03G005300	Myb_box1_MYB	2.2507	-734	-729
GohirD03G005300	Myb_box1_MYB	2.2507	-697	-692
GohirD03G005300	Myb_box5_MYB	3.0145	-828	-823
GohirD03G005300	Myb_box5_MYB	3.0145	-547	-542
GohirD03G005300	DREB_AP2_EREBP	3.6035	-73	-68
GohirD03G005300	HSE1_HSF	0.9520	-220	-213
GohirD03G005300	AuxRE_ARF	2.9824	-552	-547

Gene	 TF_Name	 Z-Score	 Start	 End
GohirD03G006500	Nac_box_NAC	3.5918	-535	-530
GohirD03G006500	Nac_box_NAC	3.5918	-606	-601
GohirD03G006500	Nac_box_NAC	3.5918	-583	-578
GohirD03G006500	Myb_box1_MYB	2.1302	-831	-826
GohirD03G006500	Myb_box5_MYB	2.8948	-614	-609
GohirD03G006500	W_box_WRKY	2.1583	-694	-689
GohirD03G006500	Myb_box3_MYB	2.8686	-831	-826
GohirD03G006500	HSE1_HSF	0.8297	-144	-137
GohirD03G006500	G_box2_bZIP	2.9434	-759	-754

Gene	 TF_Name	 Z-Score	 Start	 End
GohirD03G006800	G_box_bHLH	3.6401	-215	-210
GohirD03G006800	HSE1_HSF	1.1785	-733	-726
GohirD03G006800	Myb_box5_MYB	2.4104	-788	-783
GohirD03G006800	Myb_box5_MYB	2.4104	-790	-785
GohirD03G006800	W_box_WRKY	2.5287	-53	-48

Gene	 TF_Name	 Z-Score	 Start	 End
GohirD03G013000	Myb_box2_MYB	3.0467	-793	-788
GohirD03G013000	Myb_box1_MYB	1.5312	-138	-133
GohirD03G013000	C_ABRE_bZIP	3.9349	-768	-763
GohirD03G013000	Nac_box_NAC	2.8490	-699	-694
GohirD03G013000	Nac_box_NAC	2.8490	-740	-735
GohirD03G013000	Myb_box5_MYB	2.9614	-794	-789
GohirD03G013000	HSE1_HSF	1.7229	-145	-138
GohirD03G013000	Myb_box3_MYB	2.2365	-138	-133

Gene	 TF_Name	 Z-Score	 Start	 End
GohirD03G014700	N_box_bHLH	3.0588	-825	-820
GohirD03G014700	HSE1_HSF	1.2074	-996	-989
GohirD03G014700	HSE1_HSF	1.2074	-917	-910
GohirD03G014700	Myb_box5_MYB	2.3352	-886	-881
GohirD03G014700	Myb_box5_MYB	2.3352	-556	-551
GohirD03G014700	Myb_box5_MYB	2.3352	-118	-113

Gene	 TF_Name	 Z-Score	 Start	 End
GohirD03G032800	Nac_box_NAC	3.1644	-721	-716
GohirD03G032800	HSE1_HSF	0.5426	-826	-819
GohirD03G032800	G_box2_bZIP	2.5133	-630	-625
GohirD03G032800	G_box_bHLH	3.7195	-908	-903
GohirD03G032800	Myb_box5_MYB	2.3899	-677	-672

Gene	 TF_Name	 Z-Score	 Start	 End
GohirD03G034500	Myb_box3_MYB	2.5329	-772	-767
GohirD03G034500	Myb_box5_MYB	2.5126	-575	-570
GohirD03G034500	Myb_box5_MYB	2.5126	-682	-677
GohirD03G034500	Myb_box4_MYB	3.3124	-742	-736
GohirD03G034500	W_box_WRKY	1.7913	-675	-670
GohirD03G034500	W_box_WRKY	1.7913	-692	-687
GohirD03G034500	W_box_WRKY	1.7913	-585	-580
GohirD03G034500	HSE1_HSF	2.0626	-984	-977
GohirD03G034500	Myb_box1_MYB	1.7814	-772	-767

Gene	 TF_Name	 Z-Score	 Start	 End
GohirD03G036200	W_box_WRKY	2.1698	-109	-104
GohirD03G036200	W_box_WRKY	2.1698	-606	-601
GohirD03G036200	Myb_box5_MYB	2.8692	-85	-80
GohirD03G036200	HSE1_HSF	0.8974	-464	-457
GohirD03G036200	HSE1_HSF	0.8974	-335	-328
GohirD03G036200	GCC_box_AP2_EREBP	4.2571	-430	-425
GohirD03G036200	N_box_bHLH	2.7767	-120	-115

Gene	 TF_Name	 Z-Score	 Start	 End
GohirD03G039400	AuxRE_ARF	3.1679	-284	-279
GohirD03G039400	G_box_bHLH	3.8095	-259	-254
GohirD03G039400	Myb_box5_MYB	2.4149	-131	-126
GohirD03G039400	Myb_box5_MYB	2.4149	-133	-128
GohirD03G039400	Myb_box2_MYB	3.2259	-132	-127
GohirD03G039400	HSE1_HSF	0.5981	-772	-765
GohirD03G039400	Nac_box_NAC	3.2591	-256	-251
GohirD03G039400	G_box2_bZIP	2.5968	-101	-96

No TFBS found
Gene	 TF_Name	 Z-Score	 Start	 End
GohirD03G053190	Myb_box5_MYB	2.2153	-482	-477
GohirD03G053190	Nac_box_NAC	3.0282	-225	-220
GohirD03G053190	W_box_WRKY	2.4186	-650	-645
GohirD03G053190	HSE1_HSF	1.0197	-492	-485

Gene	 TF_Name	 Z-Score	 Start	 End
GohirD03G059200	Myb_box5_MYB	1.8159	-538	-533
GohirD03G059200	Myb_box5_MYB	1.8159	-246	-241
GohirD03G059200	Myb_box5_MYB	1.8159	-65	-60
GohirD03G059200	W_box_WRKY	2.0822	-268	-263
GohirD03G059200	W_box_WRKY	2.0822	-928	-923
GohirD03G059200	Nac_box_NAC	3.4467	-921	-916
GohirD03G059200	HSE1_HSF	2.2602	-173	-166

Gene	 TF_Name	 Z-Score	 Start	 End
GohirD03G060609	Nac_box_NAC	2.5967	-199	-194
GohirD03G060609	Nac_box_NAC	2.5967	-170	-165
GohirD03G060609	Myb_box1_MYB	2.6796	-596	-591
GohirD03G060609	W_box_WRKY	2.0621	-556	-551
GohirD03G060609	HSE1_HSF	0.7114	-386	-379
GohirD03G060609	Myb_box5_MYB	2.6099	-596	-591
GohirD03G060609	Myb_box2_MYB	2.6365	-9	-4
GohirD03G060609	Myb_box2_MYB	2.6365	-273	-268
GohirD03G060609	Myb_box3_MYB	1.9776	-572	-567
GohirD03G060609	N_box_bHLH	2.5104	-231	-226

Gene	 TF_Name	 Z-Score	 Start	 End
GohirD03G060700	DREB_AP2_EREBP	3.3091	-41	-36
GohirD03G060700	W_box_WRKY	2.6231	-371	-366
GohirD03G060700	HSE1_HSF	0.5200	-404	-397
GohirD03G060700	Myb_box2_MYB	3.4417	-183	-178
GohirD03G060700	Myb_box2_MYB	3.4417	-38	-33
